Id,SalePrice
1461,120282.061046871
1462,162294.608525239
1463,193397.875068673
1464,198346.831510478
1465,202708.881836824
1466,177089.314345964
1467,182433.759715744
1468,166729.626817112
1469,199518.255581134
1470,123726.092697744
1471,177436.718461231
1472,92161.0743358524
1473,89185.7082288519
1474,146243.912386801
1475,104677.646134522
1476,377410.052927923
1477,253948.636758479
1478,312925.43486132
1479,312692.286969936
1480,451263.48127978
1481,307371.028921004
1482,207909.701252658
1483,184054.056932057
1484,158870.103525166
1485,188492.992010764
1486,197132.490792048
1487,338609.825211983
1488,234698.388331837
1489,201470.151837337
1490,259589.669482214
1491,202454.41019338
1492,90365.2141345898
1493,197264.133963844
1494,301907.879188214
1495,297173.216579032
1496,237100.787291636
1497,176682.404699535
1498,162575.732241604
1499,157530.407379825
1500,152631.298467375
1501,187850.173890403
1502,148215.457577735
1503,287380.067716966
1504,238411.910767415
1505,225566.697574656
1506,193641.335497405
1507,253097.415492814
1508,211665.488952152
1509,163189.727121032
1510,144145.56919336
1511,150453.830799627
1512,183817.537460146
1513,156365.918317018
1514,157004.493652313
1515,213742.515553418
1516,163403.09861479
1517,181307.591768814
1518,126283.345847
1519,215251.400819105
1520,133794.553617904
1521,133854.306591096
1522,186387.946583936
1523,115145.593538595
1524,129286.544433541
1525,122063.413102124
1526,116907.351200682
1527,104523.193472515
1528,143715.315926105
1529,155055.531894634
1530,202950.282883534
1531,120839.129500366
1532,91154.8409476224
1533,157600.139468455
1534,129529.081299119
1535,154127.3509712
1536,100393.615838799
1537,63441.1200923235
1538,148923.006041646
1539,200859.438206682
1540,120279.413489557
1541,139388.453241257
1542,155297.634308148
1543,190129.125420652
1544,82609.3940879127
1545,119964.888307044
1546,134763.858828406
1547,137551.59995581
1548,141015.695927631
1549,124032.194835874
1550,131333.854199461
1551,104736.177093375
1552,154172.689106587
1553,155048.32521312
1554,114635.596452397
1555,175644.952744189
1556,79437.7524074501
1557,117457.825902697
1558,100083.952865527
1559,69621.5998523079
1560,127656.852831243
1561,146680.343293799
1562,131455.000510963
1563,124458.923596588
1564,164791.732815139
1565,157214.685160415
1566,247645.078436824
1567,68411.8001009732
1568,230581.555650135
1569,150568.284965131
1570,143590.863469835
1571,135463.436148714
1572,150122.142830546
1573,254671.524009106
1574,129618.577883119
1575,237677.98530322
1576,240578.773283769
1577,184854.773306516
1578,149041.006718969
1579,153744.463189197
1580,198513.986598457
1581,177530.145334372
1582,127418.560716792
1583,272991.413125516
1584,222257.821319754
1585,132547.717327915
1586,56151.2948542277
1587,100236.218332882
1588,165083.31470786
1589,113418.872490986
1590,135713.683085187
1591,91978.1816586636
1592,123972.55417875
1593,122247.008794764
1594,151728.363010605
1595,123298.277674895
1596,236102.854034937
1597,208822.597959902
1598,224963.309493408
1599,165825.986751226
1600,152315.272550159
1601,57048.7870004837
1602,112222.025730874
1603,53603.186931192
1604,259568.021127325
1605,227758.43331628
1606,164139.530415514
1607,175284.352386255
1608,203724.327898374
1609,186650.14799812
1610,158259.757638277
1611,145785.233254462
1612,194700.621946172
1613,170870.44322195
1614,129498.472651654
1615,87627.7786848553
1616,71111.718215447
1617,86451.3175331019
1618,119650.447250709
1619,141520.221931006
1620,179170.685516852
1621,139788.435825855
1622,143551.263844314
1623,251554.627359829
1624,213922.070534652
1625,122909.278570178
1626,171578.443280683
1627,195247.750192738
1628,266629.686340512
1629,178482.025902743
1630,347772.943646789
1631,241686.404526262
1632,245878.775975578
1633,176042.922539427
1634,193261.505837478
1635,179351.773763814
1636,152723.797600374
1637,207577.521871397
1638,184897.11147349
1639,183435.424040057
1640,249106.645329762
1641,186879.032521337
1642,256501.625275017
1643,215358.098695995
1644,234659.122855187
1645,218918.48333742
1646,162527.888842235
1647,156557.807222739
1648,131516.891859461
1649,144032.458703811
1650,116386.856751339
1651,127105.091687128
1652,95423.1260091839
1653,98368.5473867663
1654,151487.717537482
1655,133774.171660575
1656,140243.714026939
1657,152546.401283397
1658,151092.032606502
1659,116836.742043068
1660,156963.393010368
1661,428542.655343229
1662,377111.329042189
1663,379896.154341222
1664,459478.071604225
1665,337201.35819283
1666,328082.386415553
1667,371285.078249879
1668,355091.698025559
1669,314489.127782723
1670,359846.769614806
1671,267488.551428651
1672,391781.62835606
1673,285640.540079929
1674,246230.821277108
1675,206094.703467677
1676,202775.867199673
1677,218181.352821821
1678,442416.342896074
1679,373803.663300507
1680,342093.702473754
1681,285338.290966221
1682,316408.539345039
1683,193239.245110111
1684,179397.604289206
1685,180913.832598531
1686,165191.001961296
1687,174642.635170253
1688,192029.853285826
1689,195250.728697769
1690,197475.619063832
1691,186365.22810195
1692,263110.795288252
1693,170744.77875133
1694,187202.435339117
1695,166034.35294181
1696,249982.088551237
1697,169783.541478334
1698,339148.111173882
1699,317516.659529122
1700,282291.609830329
1701,293625.096307828
1702,245679.455369489
1703,241645.178576364
1704,266451.978024874
1705,256355.220057688
1706,420921.779689223
1707,235798.878833653
1708,204167.386060523
1709,244071.664975029
1710,221777.819043754
1711,275817.04594671
1712,249285.014442909
1713,273442.919197555
1714,228759.451801172
1715,214561.276925231
1716,180125.853963346
1717,177565.386261765
1718,144986.289162718
1719,218288.890968622
1720,237133.175710203
1721,155669.14069029
1722,125704.130004215
1723,154279.274725502
1724,208100.800331386
1725,233383.564682734
1726,200201.716878153
1727,147006.156114343
1728,167503.635717893
